"Uzunluk";"Cevap";"Kategori";"Atom Numarası";"Türkçe İpucu";"İngilizce İpucu";"Alternatif Türkçe İpuçları";"Durum"
"2";"ÜM";"alphabet-pair";"";"Türk alfabesinde Ü ve M harfleri";"Letters Ü and M in the Turkish alphabet";"";"approved"
"2";"UN";"alphabet-pair";"";"İngiliz alfabesinde U ve N harfleri";"Letters U and N in the English alphabet";"";"approved"
"2";"ÜN";"alphabet-pair";"";"Türk alfabesinde Ü ve N harfleri";"Letters Ü and N in the Turkish alphabet";"";"approved"
"2";"UO";"alphabet-pair";"";"İngiliz alfabesinde U ve O harfleri";"Letters U and O in the English alphabet";"";"approved"
"2";"UÖ";"alphabet-pair";"";"Türk alfabesinde U ve Ö harfleri";"Letters U and Ö in the Turkish alphabet";"";"approved"
"2";"ÜO";"alphabet-pair";"";"Türk alfabesinde Ü ve O harfleri";"Letters Ü and O in the Turkish alphabet";"";"approved"
"2";"ÜÖ";"alphabet-pair";"";"Türk alfabesinde Ü ve Ö harfleri";"Letters Ü and Ö in the Turkish alphabet";"";"approved"
"2";"UP";"alphabet-pair";"";"İngiliz alfabesinde U ve P harfleri";"Letters U and P in the English alphabet";"";"approved"
"2";"ÜP";"alphabet-pair";"";"Türk alfabesinde Ü ve P harfleri";"Letters Ü and P in the Turkish alphabet";"";"approved"
"2";"UQ";"alphabet-pair";"";"İngiliz alfabesinde U ve Q harfleri";"Letters U and Q in the English alphabet";"";"approved"
"2";"UR";"alphabet-pair";"";"İngiliz alfabesinde U ve R harfleri";"Letters U and R in the English alphabet";"";"approved"
"2";"ÜR";"alphabet-pair";"";"Türk alfabesinde Ü ve R harfleri";"Letters Ü and R in the Turkish alphabet";"";"approved"
"2";"US";"alphabet-pair";"";"İngiliz alfabesinde U ve S harfleri";"Letters U and S in the English alphabet";"";"approved"
"2";"UŞ";"alphabet-pair";"";"Türk alfabesinde U ve Ş harfleri";"Letters U and Ş in the Turkish alphabet";"";"approved"
"2";"ÜS";"alphabet-pair";"";"Türk alfabesinde Ü ve S harfleri";"Letters Ü and S in the Turkish alphabet";"";"approved"
"2";"ÜŞ";"alphabet-pair";"";"Türk alfabesinde Ü ve Ş harfleri";"Letters Ü and Ş in the Turkish alphabet";"";"approved"
"2";"UT";"alphabet-pair";"";"İngiliz alfabesinde U ve T harfleri";"Letters U and T in the English alphabet";"";"approved"
"2";"ÜT";"alphabet-pair";"";"Türk alfabesinde Ü ve T harfleri";"Letters Ü and T in the Turkish alphabet";"";"approved"
"2";"UU";"alphabet-pair";"";"İngiliz alfabesinde U ve U harfleri";"Letters U and U in the English alphabet";"";"approved"
"2";"UÜ";"alphabet-pair";"";"Türk alfabesinde U ve Ü harfleri";"Letters U and Ü in the Turkish alphabet";"";"approved"
"2";"ÜU";"alphabet-pair";"";"Türk alfabesinde Ü ve U harfleri";"Letters Ü and U in the Turkish alphabet";"";"approved"
"2";"ÜÜ";"alphabet-pair";"";"Türk alfabesinde Ü ve Ü harfleri";"Letters Ü and Ü in the Turkish alphabet";"";"approved"
"2";"UV";"alphabet-pair";"";"İngiliz alfabesinde U ve V harfleri";"Letters U and V in the English alphabet";"";"approved"
"2";"ÜV";"alphabet-pair";"";"Türk alfabesinde Ü ve V harfleri";"Letters Ü and V in the Turkish alphabet";"";"approved"
"2";"UW";"alphabet-pair";"";"İngiliz alfabesinde U ve W harfleri";"Letters U and W in the English alphabet";"";"approved"
"2";"UX";"alphabet-pair";"";"İngiliz alfabesinde U ve X harfleri";"Letters U and X in the English alphabet";"";"approved"
"2";"UY";"alphabet-pair";"";"İngiliz alfabesinde U ve Y harfleri";"Letters U and Y in the English alphabet";"";"approved"
"2";"ÜY";"alphabet-pair";"";"Türk alfabesinde Ü ve Y harfleri";"Letters Ü and Y in the Turkish alphabet";"";"approved"
"2";"UZ";"alphabet-pair";"";"İngiliz alfabesinde U ve Z harfleri";"Letters U and Z in the English alphabet";"";"approved"
"2";"ÜZ";"alphabet-pair";"";"Türk alfabesinde Ü ve Z harfleri";"Letters Ü and Z in the Turkish alphabet";"";"approved"
"2";"VA";"alphabet-pair";"";"İngiliz alfabesinde V ve A harfleri";"Letters V and A in the English alphabet";"";"approved"
"2";"VB";"alphabet-pair";"";"İngiliz alfabesinde V ve B harfleri";"Letters V and B in the English alphabet";"";"approved"
"2";"VC";"alphabet-pair";"";"İngiliz alfabesinde V ve C harfleri";"Letters V and C in the English alphabet";"";"approved"
"2";"VÇ";"alphabet-pair";"";"Türk alfabesinde V ve Ç harfleri";"Letters V and Ç in the Turkish alphabet";"";"approved"
"2";"VD";"alphabet-pair";"";"İngiliz alfabesinde V ve D harfleri";"Letters V and D in the English alphabet";"";"approved"
"2";"VE";"alphabet-pair";"";"İngiliz alfabesinde V ve E harfleri";"Letters V and E in the English alphabet";"";"approved"
"2";"VF";"alphabet-pair";"";"İngiliz alfabesinde V ve F harfleri";"Letters V and F in the English alphabet";"";"approved"
"2";"VG";"alphabet-pair";"";"İngiliz alfabesinde V ve G harfleri";"Letters V and G in the English alphabet";"";"approved"
"2";"VĞ";"alphabet-pair";"";"Türk alfabesinde V ve Ğ harfleri";"Letters V and Ğ in the Turkish alphabet";"";"approved"
"2";"VH";"alphabet-pair";"";"İngiliz alfabesinde V ve H harfleri";"Letters V and H in the English alphabet";"";"approved"
"2";"VI";"alphabet-pair";"";"İngiliz alfabesinde V ve I harfleri";"Letters V and I in the English alphabet";"";"approved"
"2";"Vİ";"alphabet-pair";"";"Türk alfabesinde V ve İ harfleri";"Letters V and İ in the Turkish alphabet";"";"approved"
"2";"VJ";"alphabet-pair";"";"İngiliz alfabesinde V ve J harfleri";"Letters V and J in the English alphabet";"";"approved"
"2";"VK";"alphabet-pair";"";"İngiliz alfabesinde V ve K harfleri";"Letters V and K in the English alphabet";"";"approved"
"2";"VL";"alphabet-pair";"";"İngiliz alfabesinde V ve L harfleri";"Letters V and L in the English alphabet";"";"approved"
"2";"VM";"alphabet-pair";"";"İngiliz alfabesinde V ve M harfleri";"Letters V and M in the English alphabet";"";"approved"
"2";"VN";"alphabet-pair";"";"İngiliz alfabesinde V ve N harfleri";"Letters V and N in the English alphabet";"";"approved"
"2";"VO";"alphabet-pair";"";"İngiliz alfabesinde V ve O harfleri";"Letters V and O in the English alphabet";"";"approved"
"2";"VÖ";"alphabet-pair";"";"Türk alfabesinde V ve Ö harfleri";"Letters V and Ö in the Turkish alphabet";"";"approved"
"2";"VP";"alphabet-pair";"";"İngiliz alfabesinde V ve P harfleri";"Letters V and P in the English alphabet";"";"approved"
"2";"VQ";"alphabet-pair";"";"İngiliz alfabesinde V ve Q harfleri";"Letters V and Q in the English alphabet";"";"approved"
"2";"VR";"alphabet-pair";"";"İngiliz alfabesinde V ve R harfleri";"Letters V and R in the English alphabet";"";"approved"
"2";"VS";"alphabet-pair";"";"İngiliz alfabesinde V ve S harfleri";"Letters V and S in the English alphabet";"";"approved"
"2";"VŞ";"alphabet-pair";"";"Türk alfabesinde V ve Ş harfleri";"Letters V and Ş in the Turkish alphabet";"";"approved"
"2";"VT";"alphabet-pair";"";"İngiliz alfabesinde V ve T harfleri";"Letters V and T in the English alphabet";"";"approved"
"2";"VU";"alphabet-pair";"";"İngiliz alfabesinde V ve U harfleri";"Letters V and U in the English alphabet";"";"approved"
"2";"VÜ";"alphabet-pair";"";"Türk alfabesinde V ve Ü harfleri";"Letters V and Ü in the Turkish alphabet";"";"approved"
"2";"VV";"alphabet-pair";"";"İngiliz alfabesinde V ve V harfleri";"Letters V and V in the English alphabet";"";"approved"
"2";"VW";"alphabet-pair";"";"İngiliz alfabesinde V ve W harfleri";"Letters V and W in the English alphabet";"";"approved"
"2";"VX";"alphabet-pair";"";"İngiliz alfabesinde V ve X harfleri";"Letters V and X in the English alphabet";"";"approved"
"2";"VY";"alphabet-pair";"";"İngiliz alfabesinde V ve Y harfleri";"Letters V and Y in the English alphabet";"";"approved"
"2";"VZ";"alphabet-pair";"";"İngiliz alfabesinde V ve Z harfleri";"Letters V and Z in the English alphabet";"";"approved"
"2";"WA";"alphabet-pair";"";"İngiliz alfabesinde W ve A harfleri";"Letters W and A in the English alphabet";"";"approved"
"2";"WB";"alphabet-pair";"";"İngiliz alfabesinde W ve B harfleri";"Letters W and B in the English alphabet";"";"approved"
"2";"WC";"alphabet-pair";"";"İngiliz alfabesinde W ve C harfleri";"Letters W and C in the English alphabet";"";"approved"
"2";"WD";"alphabet-pair";"";"İngiliz alfabesinde W ve D harfleri";"Letters W and D in the English alphabet";"";"approved"
"2";"WE";"alphabet-pair";"";"İngiliz alfabesinde W ve E harfleri";"Letters W and E in the English alphabet";"";"approved"
"2";"WF";"alphabet-pair";"";"İngiliz alfabesinde W ve F harfleri";"Letters W and F in the English alphabet";"";"approved"
"2";"WG";"alphabet-pair";"";"İngiliz alfabesinde W ve G harfleri";"Letters W and G in the English alphabet";"";"approved"
"2";"WH";"alphabet-pair";"";"İngiliz alfabesinde W ve H harfleri";"Letters W and H in the English alphabet";"";"approved"
"2";"WI";"alphabet-pair";"";"İngiliz alfabesinde W ve I harfleri";"Letters W and I in the English alphabet";"";"approved"
"2";"WJ";"alphabet-pair";"";"İngiliz alfabesinde W ve J harfleri";"Letters W and J in the English alphabet";"";"approved"
"2";"WK";"alphabet-pair";"";"İngiliz alfabesinde W ve K harfleri";"Letters W and K in the English alphabet";"";"approved"
"2";"WL";"alphabet-pair";"";"İngiliz alfabesinde W ve L harfleri";"Letters W and L in the English alphabet";"";"approved"
"2";"WM";"alphabet-pair";"";"İngiliz alfabesinde W ve M harfleri";"Letters W and M in the English alphabet";"";"approved"
"2";"WN";"alphabet-pair";"";"İngiliz alfabesinde W ve N harfleri";"Letters W and N in the English alphabet";"";"approved"
"2";"WO";"alphabet-pair";"";"İngiliz alfabesinde W ve O harfleri";"Letters W and O in the English alphabet";"";"approved"
"2";"WP";"alphabet-pair";"";"İngiliz alfabesinde W ve P harfleri";"Letters W and P in the English alphabet";"";"approved"
"2";"WQ";"alphabet-pair";"";"İngiliz alfabesinde W ve Q harfleri";"Letters W and Q in the English alphabet";"";"approved"
"2";"WR";"alphabet-pair";"";"İngiliz alfabesinde W ve R harfleri";"Letters W and R in the English alphabet";"";"approved"
"2";"WS";"alphabet-pair";"";"İngiliz alfabesinde W ve S harfleri";"Letters W and S in the English alphabet";"";"approved"
"2";"WT";"alphabet-pair";"";"İngiliz alfabesinde W ve T harfleri";"Letters W and T in the English alphabet";"";"approved"
"2";"WU";"alphabet-pair";"";"İngiliz alfabesinde W ve U harfleri";"Letters W and U in the English alphabet";"";"approved"
"2";"WV";"alphabet-pair";"";"İngiliz alfabesinde W ve V harfleri";"Letters W and V in the English alphabet";"";"approved"
"2";"WW";"alphabet-pair";"";"İngiliz alfabesinde W ve W harfleri";"Letters W and W in the English alphabet";"";"approved"
"2";"WX";"alphabet-pair";"";"İngiliz alfabesinde W ve X harfleri";"Letters W and X in the English alphabet";"";"approved"
"2";"WY";"alphabet-pair";"";"İngiliz alfabesinde W ve Y harfleri";"Letters W and Y in the English alphabet";"";"approved"
"2";"WZ";"alphabet-pair";"";"İngiliz alfabesinde W ve Z harfleri";"Letters W and Z in the English alphabet";"";"approved"
"2";"XA";"alphabet-pair";"";"İngiliz alfabesinde X ve A harfleri";"Letters X and A in the English alphabet";"";"approved"
"2";"XB";"alphabet-pair";"";"İngiliz alfabesinde X ve B harfleri";"Letters X and B in the English alphabet";"";"approved"
"2";"XC";"alphabet-pair";"";"İngiliz alfabesinde X ve C harfleri";"Letters X and C in the English alphabet";"";"approved"
"2";"XD";"alphabet-pair";"";"İngiliz alfabesinde X ve D harfleri";"Letters X and D in the English alphabet";"";"approved"
"2";"XE";"element-symbol";"54";"Atom numarası 54 olan elementin simgesi";"Symbol of the element with atomic number 54";"İngiliz alfabesinde X ve E harfleri";"approved"
"2";"XF";"alphabet-pair";"";"İngiliz alfabesinde X ve F harfleri";"Letters X and F in the English alphabet";"";"approved"
"2";"XG";"alphabet-pair";"";"İngiliz alfabesinde X ve G harfleri";"Letters X and G in the English alphabet";"";"approved"
"2";"XH";"alphabet-pair";"";"İngiliz alfabesinde X ve H harfleri";"Letters X and H in the English alphabet";"";"approved"
"2";"XI";"alphabet-pair";"";"İngiliz alfabesinde X ve I harfleri";"Letters X and I in the English alphabet";"";"approved"
"2";"XJ";"alphabet-pair";"";"İngiliz alfabesinde X ve J harfleri";"Letters X and J in the English alphabet";"";"approved"
"2";"XK";"alphabet-pair";"";"İngiliz alfabesinde X ve K harfleri";"Letters X and K in the English alphabet";"";"approved"
"2";"XL";"alphabet-pair";"";"İngiliz alfabesinde X ve L harfleri";"Letters X and L in the English alphabet";"";"approved"
"2";"XM";"alphabet-pair";"";"İngiliz alfabesinde X ve M harfleri";"Letters X and M in the English alphabet";"";"approved"
"2";"XN";"alphabet-pair";"";"İngiliz alfabesinde X ve N harfleri";"Letters X and N in the English alphabet";"";"approved"
"2";"XO";"alphabet-pair";"";"İngiliz alfabesinde X ve O harfleri";"Letters X and O in the English alphabet";"";"approved"
"2";"XP";"alphabet-pair";"";"İngiliz alfabesinde X ve P harfleri";"Letters X and P in the English alphabet";"";"approved"
"2";"XQ";"alphabet-pair";"";"İngiliz alfabesinde X ve Q harfleri";"Letters X and Q in the English alphabet";"";"approved"
"2";"XR";"alphabet-pair";"";"İngiliz alfabesinde X ve R harfleri";"Letters X and R in the English alphabet";"";"approved"
"2";"XS";"alphabet-pair";"";"İngiliz alfabesinde X ve S harfleri";"Letters X and S in the English alphabet";"";"approved"
"2";"XT";"alphabet-pair";"";"İngiliz alfabesinde X ve T harfleri";"Letters X and T in the English alphabet";"";"approved"
"2";"XU";"alphabet-pair";"";"İngiliz alfabesinde X ve U harfleri";"Letters X and U in the English alphabet";"";"approved"
"2";"XV";"alphabet-pair";"";"İngiliz alfabesinde X ve V harfleri";"Letters X and V in the English alphabet";"";"approved"
"2";"XW";"alphabet-pair";"";"İngiliz alfabesinde X ve W harfleri";"Letters X and W in the English alphabet";"";"approved"
"2";"XX";"alphabet-pair";"";"İngiliz alfabesinde X ve X harfleri";"Letters X and X in the English alphabet";"";"approved"
"2";"XY";"alphabet-pair";"";"İngiliz alfabesinde X ve Y harfleri";"Letters X and Y in the English alphabet";"";"approved"
"2";"XZ";"alphabet-pair";"";"İngiliz alfabesinde X ve Z harfleri";"Letters X and Z in the English alphabet";"";"approved"
"2";"YA";"alphabet-pair";"";"İngiliz alfabesinde Y ve A harfleri";"Letters Y and A in the English alphabet";"";"approved"
"2";"YB";"element-symbol";"70";"Atom numarası 70 olan elementin simgesi";"Symbol of the element with atomic number 70";"İngiliz alfabesinde Y ve B harfleri";"approved"
"2";"YC";"alphabet-pair";"";"İngiliz alfabesinde Y ve C harfleri";"Letters Y and C in the English alphabet";"";"approved"
"2";"YÇ";"alphabet-pair";"";"Türk alfabesinde Y ve Ç harfleri";"Letters Y and Ç in the Turkish alphabet";"";"approved"
"2";"YD";"alphabet-pair";"";"İngiliz alfabesinde Y ve D harfleri";"Letters Y and D in the English alphabet";"";"approved"
"2";"YE";"alphabet-pair";"";"İngiliz alfabesinde Y ve E harfleri";"Letters Y and E in the English alphabet";"";"approved"
"2";"YF";"alphabet-pair";"";"İngiliz alfabesinde Y ve F harfleri";"Letters Y and F in the English alphabet";"";"approved"
"2";"YG";"alphabet-pair";"";"İngiliz alfabesinde Y ve G harfleri";"Letters Y and G in the English alphabet";"";"approved"
"2";"YĞ";"alphabet-pair";"";"Türk alfabesinde Y ve Ğ harfleri";"Letters Y and Ğ in the Turkish alphabet";"";"approved"
"2";"YH";"alphabet-pair";"";"İngiliz alfabesinde Y ve H harfleri";"Letters Y and H in the English alphabet";"";"approved"
"2";"YI";"alphabet-pair";"";"İngiliz alfabesinde Y ve I harfleri";"Letters Y and I in the English alphabet";"";"approved"
"2";"Yİ";"alphabet-pair";"";"Türk alfabesinde Y ve İ harfleri";"Letters Y and İ in the Turkish alphabet";"";"approved"
"2";"YJ";"alphabet-pair";"";"İngiliz alfabesinde Y ve J harfleri";"Letters Y and J in the English alphabet";"";"approved"
"2";"YK";"alphabet-pair";"";"İngiliz alfabesinde Y ve K harfleri";"Letters Y and K in the English alphabet";"";"approved"
"2";"YL";"alphabet-pair";"";"İngiliz alfabesinde Y ve L harfleri";"Letters Y and L in the English alphabet";"";"approved"
"2";"YM";"alphabet-pair";"";"İngiliz alfabesinde Y ve M harfleri";"Letters Y and M in the English alphabet";"";"approved"
"2";"YN";"alphabet-pair";"";"İngiliz alfabesinde Y ve N harfleri";"Letters Y and N in the English alphabet";"";"approved"
"2";"YO";"alphabet-pair";"";"İngiliz alfabesinde Y ve O harfleri";"Letters Y and O in the English alphabet";"";"approved"
"2";"YÖ";"alphabet-pair";"";"Türk alfabesinde Y ve Ö harfleri";"Letters Y and Ö in the Turkish alphabet";"";"approved"
"2";"YP";"alphabet-pair";"";"İngiliz alfabesinde Y ve P harfleri";"Letters Y and P in the English alphabet";"";"approved"
"2";"YQ";"alphabet-pair";"";"İngiliz alfabesinde Y ve Q harfleri";"Letters Y and Q in the English alphabet";"";"approved"
"2";"YR";"alphabet-pair";"";"İngiliz alfabesinde Y ve R harfleri";"Letters Y and R in the English alphabet";"";"approved"
"2";"YS";"alphabet-pair";"";"İngiliz alfabesinde Y ve S harfleri";"Letters Y and S in the English alphabet";"";"approved"
"2";"YŞ";"alphabet-pair";"";"Türk alfabesinde Y ve Ş harfleri";"Letters Y and Ş in the Turkish alphabet";"";"approved"
"2";"YT";"alphabet-pair";"";"İngiliz alfabesinde Y ve T harfleri";"Letters Y and T in the English alphabet";"";"approved"
"2";"YU";"alphabet-pair";"";"İngiliz alfabesinde Y ve U harfleri";"Letters Y and U in the English alphabet";"";"approved"
"2";"YÜ";"alphabet-pair";"";"Türk alfabesinde Y ve Ü harfleri";"Letters Y and Ü in the Turkish alphabet";"";"approved"
"2";"YV";"alphabet-pair";"";"İngiliz alfabesinde Y ve V harfleri";"Letters Y and V in the English alphabet";"";"approved"
"2";"YW";"alphabet-pair";"";"İngiliz alfabesinde Y ve W harfleri";"Letters Y and W in the English alphabet";"";"approved"
"2";"YX";"alphabet-pair";"";"İngiliz alfabesinde Y ve X harfleri";"Letters Y and X in the English alphabet";"";"approved"
"2";"YY";"alphabet-pair";"";"İngiliz alfabesinde Y ve Y harfleri";"Letters Y and Y in the English alphabet";"";"approved"
"2";"YZ";"alphabet-pair";"";"İngiliz alfabesinde Y ve Z harfleri";"Letters Y and Z in the English alphabet";"";"approved"
"2";"ZA";"alphabet-pair";"";"İngiliz alfabesinde Z ve A harfleri";"Letters Z and A in the English alphabet";"";"approved"
"2";"ZB";"alphabet-pair";"";"İngiliz alfabesinde Z ve B harfleri";"Letters Z and B in the English alphabet";"";"approved"
"2";"ZC";"alphabet-pair";"";"İngiliz alfabesinde Z ve C harfleri";"Letters Z and C in the English alphabet";"";"approved"
"2";"ZÇ";"alphabet-pair";"";"Türk alfabesinde Z ve Ç harfleri";"Letters Z and Ç in the Turkish alphabet";"";"approved"
"2";"ZD";"alphabet-pair";"";"İngiliz alfabesinde Z ve D harfleri";"Letters Z and D in the English alphabet";"";"approved"
"2";"ZE";"alphabet-pair";"";"İngiliz alfabesinde Z ve E harfleri";"Letters Z and E in the English alphabet";"";"approved"
"2";"ZF";"alphabet-pair";"";"İngiliz alfabesinde Z ve F harfleri";"Letters Z and F in the English alphabet";"";"approved"
"2";"ZG";"alphabet-pair";"";"İngiliz alfabesinde Z ve G harfleri";"Letters Z and G in the English alphabet";"";"approved"
"2";"ZĞ";"alphabet-pair";"";"Türk alfabesinde Z ve Ğ harfleri";"Letters Z and Ğ in the Turkish alphabet";"";"approved"
"2";"ZH";"alphabet-pair";"";"İngiliz alfabesinde Z ve H harfleri";"Letters Z and H in the English alphabet";"";"approved"
"2";"ZI";"alphabet-pair";"";"İngiliz alfabesinde Z ve I harfleri";"Letters Z and I in the English alphabet";"";"approved"
"2";"Zİ";"alphabet-pair";"";"Türk alfabesinde Z ve İ harfleri";"Letters Z and İ in the Turkish alphabet";"";"approved"
"2";"ZJ";"alphabet-pair";"";"İngiliz alfabesinde Z ve J harfleri";"Letters Z and J in the English alphabet";"";"approved"
"2";"ZK";"alphabet-pair";"";"İngiliz alfabesinde Z ve K harfleri";"Letters Z and K in the English alphabet";"";"approved"
"2";"ZL";"alphabet-pair";"";"İngiliz alfabesinde Z ve L harfleri";"Letters Z and L in the English alphabet";"";"approved"
"2";"ZM";"alphabet-pair";"";"İngiliz alfabesinde Z ve M harfleri";"Letters Z and M in the English alphabet";"";"approved"
"2";"ZN";"element-symbol";"30";"Atom numarası 30 olan elementin simgesi";"Symbol of the element with atomic number 30";"İngiliz alfabesinde Z ve N harfleri";"approved"
"2";"ZO";"alphabet-pair";"";"İngiliz alfabesinde Z ve O harfleri";"Letters Z and O in the English alphabet";"";"approved"
"2";"ZÖ";"alphabet-pair";"";"Türk alfabesinde Z ve Ö harfleri";"Letters Z and Ö in the Turkish alphabet";"";"approved"
"2";"ZP";"alphabet-pair";"";"İngiliz alfabesinde Z ve P harfleri";"Letters Z and P in the English alphabet";"";"approved"
"2";"ZQ";"alphabet-pair";"";"İngiliz alfabesinde Z ve Q harfleri";"Letters Z and Q in the English alphabet";"";"approved"
"2";"ZR";"element-symbol";"40";"Atom numarası 40 olan elementin simgesi";"Symbol of the element with atomic number 40";"İngiliz alfabesinde Z ve R harfleri";"approved"
"2";"ZS";"alphabet-pair";"";"İngiliz alfabesinde Z ve S harfleri";"Letters Z and S in the English alphabet";"";"approved"
"2";"ZŞ";"alphabet-pair";"";"Türk alfabesinde Z ve Ş harfleri";"Letters Z and Ş in the Turkish alphabet";"";"approved"
"2";"ZT";"alphabet-pair";"";"İngiliz alfabesinde Z ve T harfleri";"Letters Z and T in the English alphabet";"";"approved"
"2";"ZU";"alphabet-pair";"";"İngiliz alfabesinde Z ve U harfleri";"Letters Z and U in the English alphabet";"";"approved"
"2";"ZÜ";"alphabet-pair";"";"Türk alfabesinde Z ve Ü harfleri";"Letters Z and Ü in the Turkish alphabet";"";"approved"
"2";"ZV";"alphabet-pair";"";"İngiliz alfabesinde Z ve V harfleri";"Letters Z and V in the English alphabet";"";"approved"
"2";"ZW";"alphabet-pair";"";"İngiliz alfabesinde Z ve W harfleri";"Letters Z and W in the English alphabet";"";"approved"
"2";"ZX";"alphabet-pair";"";"İngiliz alfabesinde Z ve X harfleri";"Letters Z and X in the English alphabet";"";"approved"
"2";"ZY";"alphabet-pair";"";"İngiliz alfabesinde Z ve Y harfleri";"Letters Z and Y in the English alphabet";"";"approved"
"2";"ZZ";"alphabet-pair";"";"İngiliz alfabesinde Z ve Z harfleri";"Letters Z and Z in the English alphabet";"";"approved"
